"","lon","lat"
"656",-97.5164276,35.4675602
"657",-95.5507771,30.7235263
"658",-97.5164276,35.4675602
"659",-95.5507771,30.7235263
"660",-97.5164276,35.4675602
"661",-95.5507771,30.7235263
"662",-97.5164276,35.4675602
"663",-95.5507771,30.7235263
"664",-97.5164276,35.4675602
"665",-95.5507771,30.7235263
"666",-97.5164276,35.4675602
"667",-118.1558735,34.0267769
"668",-80.8431267,35.2270869
"669",-74.0059728,40.7127753
"670",16.1713009,52.8943926
"671",-95.712891,37.09024
"672",-122.3320708,47.6062095
"673",-84.2242641,33.9731318
"674",27.5143603,-29.3632188
"675",-122.3320708,47.6062095
"676",-84.2242641,33.9731318
"677",27.5143603,-29.3632188
"678",-1.1743197,52.3555177
"679",-81.1637245,33.836081
"680",-122.6764815,45.5230622
"681",-95.712891,37.09024
"682",-122.6764815,45.5230622
"683",-95.712891,37.09024
"684",-122.6764815,45.5230622
"685",-95.712891,37.09024
"686",28.9783589,41.0082376
"687",77.6178797,11.463005
"688",-85.2904938,35.048941
"689",-76.4921829,38.9784453
"690",-76.4921829,38.9784453
"691",-76.4921829,38.9784453
"692",-73.9865533,40.7263542
"693",-97.6114237,38.8402805
"694",-85.2904938,35.048941
"695",-76.4921829,38.9784453
"696",-76.4921829,38.9784453
"697",-85.2904938,35.048941
"698",-76.4921829,38.9784453
"699",-76.4921829,38.9784453
"700",-97.1383744,49.895136
"701",15.472962,49.817492
"702",-97.1383744,49.895136
"703",15.472962,49.817492
"704",-97.1383744,49.895136
"705",15.472962,49.817492
"706",-122.196825,47.6160275
"707",-99.133208,19.4326077
"708",-99.133208,19.4326077
"709",-84.2940899,34.0753762
"710",-85.6802541,40.1053196
"711",-84.2940899,34.0753762
"712",-85.6802541,40.1053196
"713",-84.2940899,34.0753762
"714",-85.6802541,40.1053196
"715",-84.2940899,34.0753762
"716",-85.6802541,40.1053196
"717",-71.0862923,42.3451195
"718",-80.1300455,25.790654
"719",-73.827356,40.9503764
"720",-71.0862923,42.3451195
"721",-80.1300455,25.790654
"722",-71.0862923,42.3451195
"723",-80.1300455,25.790654
"724",-71.0862923,42.3451195
"725",-80.1300455,25.790654
"726",-76.6121893,39.2903848
"727",-3.188267,55.953252
"728",15.472962,49.817492
"729",-97.1383744,49.895136
"730",15.472962,49.817492
"731",-122.196825,47.6160275
"732",-99.133208,19.4326077
"733",-99.133208,19.4326077
"734",-84.2940899,34.0753762
"735",-85.6802541,40.1053196
"736",-84.2940899,34.0753762
"737",-85.6802541,40.1053196
